discussion_title,discussion_link,discussion
30 year old male - acne problems,https://patient.info/forums/discuss/30-year-old-male-acne-problems-508043,"Hi all,I've had a pretty bad case of acne for the past few years. Only had slight problems through teenage years but this time it has really mystified me.I get acne mostly around my jawline and sometimes temple, centre between my eyes and just both sides of my nose.The acne isn't big or in patches, but usually a few well located spots that almost seem semetrical. A bit about me, i became a non smoker a few years ago (now i smoke an e cig), also became a vegetarian. I've cut out most dairy from my food and i excercise a lot and usually live a very clean and active lifestyle. I have stopped drinking mostly and started to wash my face quite regularly with acne blemish control (murad and la roche possay)None of this seems to work and the acne still pops up from time to time. I've really become tired of trying to figure it out and have even taken magnesium, zinc, vit b12 & 6 and saw palmetto (as i thought it might be hormonal even tho i'm male)Does anyone have any new ideas of what it could be? I'd go to a dermatologist but the waiting list is 6 months to a year with huge costs and needs a GP refferal in most cases.Thanks."
Came off the pill after 10 years. Skin very bad with acne.,https://patient.info/forums/discuss/came-off-the-pill-after-10-years-skin-very-bad-with-acne--498823,I went on the pill when I was 16 to initially help my acne (have also had two courses of roaccutane). However I am now 26 years old and have came off the pill to try for a baby but my skin is now so bad with acne. Can anyone give me any help or advice? Thank you. 
Roaccutane ,https://patient.info/forums/discuss/roaccutane-493265,"Hi I've just finished my first week on roaccutane at 60mg, I have had no side effects, is this normal?? And I have had a bad breakout and was wondering if this will continue or stop soon? And when can I expect my skin to start improving? "
is anyone on Accutane? ): ,https://patient.info/forums/discuss/is-anyone-on-accutane--449422,Is there any foods I should and shouldn't be eating? Or any product I shouldn't be using? 😩 Today is my 4th day and my face is peeling and it kinda hurts and itches!!
Accutane treatment for acne,https://patient.info/forums/discuss/accutane-treatment-for-acne-487064,Hello everyone.. so I have been on accutane treatment for the past 15 days now.. i'm on 20 mg.. just wanted to knw how everyone else is doing who are on the same boat with me...
im on raccutane,https://patient.info/forums/discuss/im-on-raccutane-453953,"ive been on raccutane for a couple of months now and im drawing the end of my 6 months course, i notcied the improvement but now i feel as if im stationary.. and its stayed the same is anyone going/gone through this?"
I've been suffering from couple of years due to this acne,https://patient.info/forums/discuss/i-ve-been-suffering-from-couple-of-years-due-to-this-acne-482725,Hi. I am 18 years old. Am suffering from acne since 2 years . please somebody help me to get rid of this stupid acne. I didn't touch any product as I thought that was they will give negative results. Please give me some suggestions naturally so that I can follow . 
"Hi everyone, I've just started roactuane feeling very depressed with my skin ",https://patient.info/forums/discuss/hi-everyone-i-ve-just-started-roactuane-feeling-very-depressed-with-my-skin-455513,found this group and its nice to know somebody understands ;( don't think I've ever felt so depressed in my life
acne and lighting different faces!!!!,https://patient.info/forums/discuss/acne-and-lighting-different-faces--450214,Does any one find that different lighting shows a different face! For me I suffer from what I think is mild to moderate acne and also what my doctor calls it and yes in some lights I agree my skin can look almost clear but often I see my skin in sunlight or maybe just a different mirror in different part of my house and I can see 100s of pimples white heads etc to the point where I don't want to leave the house! And it really upsets me really just want to know what other ppl see when they look at me.I am 26 married and have broke out over the past couple months and it a taking over my life!!Am I just looking too much? Or is it worse than I think Any advice would be welcome Xx
20 mg accutane a day,https://patient.info/forums/discuss/20-mg-accutane-a-day-478799,"hi can anyone please advise, do u wash ur face in the morning before gym since moisturiser or night cream left over from night.? I worry i might overwash of i do wash pre n post workout.can anyone again share their face wash routine? Thank you"
acne vulgaris since 2005..have taken different courses...it doesnot go away...can anyone help??,https://patient.info/forums/discuss/acne-vulgaris-since-2005-have-taken-different-courses-it-doesnot-go-away-can-anyone-help--454508,I am 24 now...Well It started in 2005 ...from then till now..i have been suffering from acne vulgaris from mild to severe...i went to many qualified doctors for treatment...all of them have been giving different medicines...with same formulas...ii have taken different courses with dfrnt mdicnz including vibramycin..contamycin...isotritinoin...and many more...also applied different creams including fucadin..clinagel....brevoxyl...kenadex... etc etc...but it didnot go away...it only gets better when i m taking any course...and then after that again it gets worse gradually...for 10 years i have been taking different medicines for my acne...if anyone of u have suffered from this...that person would really know how irritating and depressing it is...most areas of my body have been effected severely including head...neck....shoulders...back and chest...there is so much to tell more about the conditions and all my treatment since 2005..so can anyone give me a kind suggestion from his or her experience or observation...???i have had enough of it...i really want to get rid of it...cant bear it anymore....thanx REGARDS....TABISH KHAN...FROM PAKISTAN..
"severe acne really depressing me, help!!",https://patient.info/forums/discuss/severe-acne-really-depressing-me-help--476559,"Hi after having my son over 2 years ago, then having my tubes clipped(sterilisation), since that operation went downhill and been diagnosed with anti phospholipid syndrome, I developed really severe acne on my face, always at the doctors, blood tests after blood tests, creams and lotions, never really been given that much advice about my skin(seen dermatologist), just fed up not being able to leave the house without having to try and make my face look half decent, otherwise people stare, but they do anyway, all I want to do is cry x"
Acne- im taking accutane,https://patient.info/forums/discuss/acne-im-taking-accutane-403237,"im a 15 year old girl, and my spots have been bad for almost 2 years ive tried so many different tablets but now, 3 days ago i started taking the nasty drug 'accutane' in order to help my acne clear up, im on the high dose and already experienecing the nasty side affects, can anyone reccomend a good moisturser as my skin is so cracked and sore?"
Accutane 10mg after 15 days,https://patient.info/forums/discuss/accutane-10mg-after-15-days-386830,"Hi all, it's been now 15 days that i'm taking accutane 10mg, 2xdaily and i don't feel any improvement as i still get some pimples and i have this big ""thing"" i don't know how to call it, but its like you know, a big pimple of oil and after 15 days now it's not going ! is there any problem ?can you guys tell me why my skin is becoming like this, exceptthe dry lips that i'm dealing with it. is there any foods to avoid while taking accutane ?my first week was bad, i had initial breakout and many pimples poped out and were painfuly, but now i get less than before anyway.i'll appreciate your responses and may god get me rid of this acne."
"Acne, need help with diet",https://patient.info/forums/discuss/acne-need-help-with-diet-451440,"Hello, I am now 22 and have suffered from bacne (acne on my back) for five years, Im really tired of it, cant attend events I wish too because of my bacne. Now its time to kill these suckers off, and get clean and healthy skin. Ive decided to only drink greentea for two weeks, to see if this helps(Or should I make greenjuices aswell?). How much should I drink? Teabags or dry tea? Ive drinked greentea every other day, and it may have helped abit, but not enough to get rid of my problem.Also, what should I eat instead of bread? I love food, so giving up bread will be hard. I have a pretty good diet, eating quite clean and avoiding sugars, candy, chips, soda etc.Im all yours, give me some tips to what I should eat, drink and not, and Ill do that and update this thread. Im also going to do a nofap these two weeks, maybe that will help fight my acne problem.Thank you for reading, would love feedback and tips. I really hope you men/women can help me fix my problem.Thanks"
Breakout,https://patient.info/forums/discuss/breakout-413730,"Hi everyone, I am new here. I am Shaun, 16 this year. Nice to meet all of you. But can I ask you guys a question? I just started taking Accutane (Isotretinoin) for about 5 days now. But is it normal to have a breakout once you take the Accutane? I had a bad breakout once I started taking the medicine. Full of pustules.. Will it go away? "
I have some scars that I want to get rid of. How am I going to for this? ,https://patient.info/forums/discuss/i-have-some-scars-that-i-want-to-get-rid-of-how-am-i-going-to-for-this--413647,"I had a few spots. After I had got rid of them, they left scars. How could I get rid of them? I would really want to get replies super fast just so I could get rid of them. Do you think Bio-Oil would help with the scarring?Thanks anyway!Aaliah74989 "
Isotretinoin,https://patient.info/forums/discuss/isotretinoin-403624,"I have been on roacutane for about a week and a half now 60mg/day, my lips are dry and my back aches, what should I expect more ? How long until my initial breakout?"
Acne and hormones,https://patient.info/forums/discuss/acne-and-hormones-401742,"Hi allIf I have acne caused by what I think is hormones, will epiduo work?I have been using epiduo for 7 weeks now and my acne is worse than ever. It is very itchy as well. When I don't pick or pop, the spots stay and just sit under the skin, if I do pop I am getting bright red marks on the skin. I can't go on any hormonal pills because I suffer with depression. I am also taking erythromycin but not sure if it's really doing anything!!Thanks "
acne,https://patient.info/forums/discuss/acne-401445,Can someone please advise what soap must be use for acne?
My acne-free success,https://patient.info/forums/discuss/my-acne-free-success-387823,"In order to be acne-free I remove all makeup with a fragrance-free wipe. I then wash my face twice a day with something containing salicylic acid (currently using Neutrogena Visibly Clear 2 in 1 Mask) (apply it to wet skin and wash it off with cold water to open up the pores). I also use it on my torso and back. I then apply Boots Tea Tree Witch Hazel Toner with cotton wool to remove any excess dirt, do this twice a day. In the morning I then apply Nivea Moisturiser - I don't use this at night as it makes it difficult to apply a gel prescribed by my GP (Duac Daily Gel Benzoyl Peroxide). I am also on the contraceptive pill which makes a huge positive difference to my acne. I always ensure I wear fresh clothes, especially my bra. I had severe acne for 10 years and since i've been doing all this I have been spot free for 4 years."
lymecycline / bloating? ,https://patient.info/forums/discuss/lymecycline-bloating--385977,"Hello is any one experiencing major bloating on these pills? Also do you think they are better than minocyline? All comments welcome, thanks"
Acne Solutions???? ,https://patient.info/forums/discuss/acne-solutions--385473,"Does anybody have any successful acne tips,remedies to share?I have seen so many forums but really and truly it's all about finding what works for you and your skin!I suffer with acne and have done for a long time,since young. I didnt realise this until a few years ago. Eversince I knew i had bad skin, I started to try different products which I can say i Don't use today!!! Infact I would never use those products again so I wont mention them lol.I would like to share the success im having with my skin now!First of all it started with my doctor who prescribed me some Isotrexin which is a gel. If you havent tried this one,it might be worth you looking into as i found it so useful and i still use it today. It might be different for you but if your skin isnt as bad as mine, i imagine it would work wonders!!Secondly, I only use antibacterial soaps for sensitive skin of course. I wouldnt change my soaps for the world! Unless they were more discenfecting of course May I suggest you try out either soft and white acne soap or A **Tea Tree Range** It can take some time to start seeing results but with the soft and white soap,i seen a difference immediatley. Be careful not to use too much,its very effective Anyway,from using products like the ones i mentioned above,my skin has improved dramatically! I have not been happier with my skin which is still improving blemishes are going,my skin is softer,clearer... Try It!DaVinaDaVina x "
Minocycline or Natural?,https://patient.info/forums/discuss/minocycline-or-natural--388160,"Hi. I am a sixteen year old girl experiencing acne problems. I started having it last month. I didn’t really worry about it because on the first day, there was only one acne. But now, they are literally everywhere on my face! I have not experienced having this much acne before. I was thinking of going for natural remedies, but my friend recommended that I use this thing called ‘minocycline’. I don’t really know much about it, but she told me that it turned out very effective for her. I am afraid of the possible side effects, though. Which one is better, effective and a lot safer? Please help."
Going to the doctors soon but worried spots will have gone by the and they won't believe me...,https://patient.info/forums/discuss/going-to-the-doctors-soon-but-worried-spots-will-have-gone-by-the-and-they-won-t-believe-me--374085,"Though of couse i want my spots to go, i am very prone to huge breakouts on my face and back that last around a week. I'm finally going to the doctors about it but i'm worried that by then most of the spots will have died down. It's mainly about self-esteem. I never feel confident any more. I'm 14 and i have a friend who takes medication. Is this a good idea? I hate going out without make up on and wearing lots of it just makes my spots worse so i don't know what to do... can anyone help...?"
Acne from Food !,https://patient.info/forums/discuss/acne-from-food--384983,"Hi all,my name is Ali and this is my storyin 2012, i had acne and it happened to be due Chocolat, then i stopped it and my skin was clear for almost a year and then, now and from months, it's back and every time i eat oily foods, pizza, chicken or even some vegies i get acne on the next day, so i bot Isotretinoin 10mg, i wanted to avoid critical side effects, so i'm taking 20mg per day since now 2 days, my acne still the same and still getting new pimples, so is this normal ? or i have to increase the dosage ? because i'm notsuffering from severe acne, only pimples around my mouth, near the nose, sometimes when i eat pizza i got pimples on my cheek. so should i continue with my current dosage or increase it ?"
Seeing consultant dermatologist; want to get roaccutane prescribed,https://patient.info/forums/discuss/seeing-consultant-dermatologist-want-to-get-roaccutane-prescribed-360541,"Hi all,I'm 27 year old, male, with moderate acne that is resistant to the following treatments that I have tried: topical OTC benzoyl peroxide, salicylic acid, face washes, topical antibiotics, oral antibiotics. I have tried all these things and more but there has not been a definitive, 'omg my skin is clear', treatment for my acne. I think that the next step is to try roaccutane. I have a very high pressured job so the stress leads to lots of breakouts. I feel like it's having an impact on my quality of life and self-confidence. I am also single and not having too much luck finding love - I am hoping a complete resolution of my acne would give me a boost of confidence. I wanna make sure that the consultant prescribes me the roaccutane. I am well aware of the side-effects. 1) Is there anything/condition/current medication that would keep the derm from prescribing me roaccutane?2) Is roaccutane considered somewhat of a definitive cure for acne? 3) Do I have to take roaccutane for the rest of my life?4) I take propecia for hairloss; would this be a contraindication to getting this pill prescribed? Thanks"
Roaccutane follow-up for a guy,https://patient.info/forums/discuss/roaccutane-follow-up-for-a-guy-361519,"Hi there,Does anyone know if men need to be followed-up as regularly as women do when taking roaccutane? I think women need a more regular follow-up due to risk of getting pregnant while taking roaccutane?I ask because I'm thinking about taking roaccutane but due to work and traveling I might not be able to see my derm every 4 weeks. Thanks"
 The Pixel 1V Erbium Yag Laser for Acne Scars,https://patient.info/forums/discuss/the-pixel-1v-erbium-yag-laser-for-acne-scars-358625,"Hi All, I am a 25 year old female and always suffered from acne. I have acne scars (large pours and indentations - pit scarring) as a result of this on my cheeks and between my eye brows. I have looked into getting laser removal to help, but have read mixed reviews and as its really expensive for 3 sessions, i wanted to get some feedback and find out peoples experience... if it worked for them? if the scarring returned? if acne returned? Any Advise would be greatful. thanks"
How to get rid of acne?,https://patient.info/forums/discuss/how-to-get-rid-of-acne--314122,"How can I get rid of my spots? I'm an 18 year old female from England. I have whitehead spots as well as Folliculitis. I'm currently on Clindamcyin which only seems to work when it feels like it...I've tried everything and I mean everything!!! I've had all sorts of antibiotics which have failed every time (the last lot give me a kidney infection). I've tried all of the over the counter face washes, as well as facial watch from the doctor. I've tried washing/exfoliating with salt water, I've tried ice cubes, I've tried the steam method and toothpaste, I've tried countless things and NOTHING works Can someone please help me because I'm really fed up of it and having to get make up all the time just to cover them up is getting expensive!"
Getting Roaccutane prescribed privately ,https://patient.info/forums/discuss/getting-roaccutane-prescribed-privately-337148,"Hi,I have suffered from acne since I was 13. Whatever there is to try I've tried. I spent so many years slathering creams and peroxides and god knows what on my face, as well as taking antibiotics. When I was 17 I finally went on a course of Roaccutane as my acne had flared up pretty badly. You know when it goes from having lots of spots here and there...to suddenly having your cheeks completely covered in them with no normal skin in between. Roaccutane worked a charm. Now I'm 23, for the past 5 years I've still had mild aacne, but nothing like how bad it used to be. Over the past few months however its suddenly gotten bad again - and when I say bad its nothing like as severe as when I went on Roaccutane the first time, but still enough that I don't even want to leave the house. So my question is this, I cannot be doing with the whole waiting months to see a derm on the NHS again. I want to see one privately straight away. Can I afford it - not really, but I would honestly live on plain pasta for the next 6 months just to have clearer skin. If I see a private derm, and I am paying, can I be like look Roaccutane is the only thing that works, get me on it. My fear is that I will spend a ridiculous amount on just the initial consultation for them to be like - no your skin isn't bad enough to go on roaccutane. I'll attatch pictures so you can seeI know it's not severe- but surely it has to be classed as persistent at this point?Any help would be much appreciated! "
Help - i'm new :) Roaccutane,https://patient.info/(F(W8k6dBExZtF9QdDhsnGtUQ7sgjt6eqw7TNW-2JQfO8soU6nn0U6EPki8jLxJ7fIC0wx1nSpdDW4T48CRML7hocP50cufVopUf_KCfJs5LHoKPurL-aD7vJrRk-gkchl-mNu-OZhY25VNgAss67c8b_KNIXaqr0Kh3r6mj5Q-rzyaZHfc_8Ry2YiBA1XjLEbyOtnOcjOBGWdShsy6fjU6wayugcU1))/forums/discuss/help-i-m-new-roaccutane-257897,"Hi everyone, i am only 6 days into my first dose and my lips are SO DRY! Can anyone reccomend the best lip balm that they found helped the best? It's like the top layer has just fallen off.... Any advice would be great thanks Steph"
Acne scarring,https://patient.info/forums/discuss/acne-scarring-272973,Hi I am new here and am looking for advice please. I am 60 and female.I had very bad acne as a teenager which has left scaring and deep pits in my skin. I don't have active acne any more or for a long time thank goodness but the scars really affect my confidence. I have had 2 dermabrasions in the past on the NHS and I don't know if any other treatment is available or effective.Can anyone suggest anything else I could try please? I have looked at laser treatment but it is not available on the NHS and I can't afford to go privately. Thank you. 
Roaccutanne - Depression?,https://patient.info/forums/discuss/roaccutanne-depression--216319,"Apparently taking Isotretinoin can sometimes cause depression, suicide ideation or to a lesser degree malaise. I talked to a lot of people and have read quite a few case studies and realised how rare this side affect was. Do you think there really is a direct correlation to the use of this drug and depression...? Or do you think that maybe those who did experience some of these side effects had actually experienced before and that Isotretinoin may have ""exacerbated"" it? I would really appreciate every answer! Thank You! Elaborate as much as you want!"
fed up with acne,https://patient.info/forums/discuss/fed-up-with-acne-246825,"Hello, everybody!Please, help me! I have a problem named acne. I'm nearly 25 and seems like it should be all over with spots and breakouts but no...I don't even remeber when those times were when I had nice, good looking skin. It's on my face (mainly, chin and cheeks). I've heard that if the skin on chin is affected, it means there may be issues with the reproductive system. I've made lots of tests and now can conclusively say that thanks god, I've got no ovary problems. I eat proper food (no McDonald's), try all types of cosmetics (brand by brand)..yet, no solution of my problem. I would be very grateful if any of you tried something and it helped. Don't please, recommend some of those Elemis or Dermalogic as I've tried it and unfortunately, the improvement had a temporary effect."
Desperate Mum,https://patient.info/forums/discuss/desperate-mum-236197,My poor daughter has suffered bad acne since the age of 11. Now 18 we have tired nearly everything. Just started today on oxytetracycline as a last resort. I have lookind into going to sk;n (clinic) and we were recomended that she has 3 salycic and 3 pyrovic peeels. Saw the GP today and he totally slated this so now we are not going ahead. Are they safe? I don't want to damage her skin anymore than it is. If we go for an NHS dematological referal what can/do they suggest? Is it just roaccutaine? Bit unsure about her taking that. Any advice welcome.
Roaccutanne Tips on how to help my 13 year old daughter ,https://patient.info/forums/discuss/roaccutanne-tips-on-how-to-help-my-13-year-old-daughter-273772,"Hi, My 13 year old daughter started on 40mg a day last week, symptoms so far include dry skin, really dry lips, flakey scalp and she is saying her nose is sore.I have got her a tin of vasaline lip care and an oil free moisturiser but does anyone have any other hints or tips to help her through the 4 month course and anything i can do to support her?Thanks"
Help Me,https://patient.info/forums/discuss/help-me-258835,Hello Guyz i am a 17 year old malei have a lot of pimples on my forehead & both cheeksi want to remove themplease suggest me any home remedy or any chemical producti want to remove pimples with their markshere are some images of my pimples with a small videoImages:https://dl.dropboxusercontent.com/u/49319198/100_2129.JPGhttps://dl.dropboxusercontent.com/u/49319198/100_2122.JPGhttps://dl.dropboxusercontent.com/u/49319198/100_2119.JPGhttps://dl.dropboxusercontent.com/u/49319198/100_2118.JPGVideo:_____m irritated from them & really need help please help mePatient Moderator Note: I have removed an URL (a link) from this reply as it was unsuitable for inclusion (superfluous) within these forums. Sorry for any inconvenience.
Roaccutanne When does it take effect?,https://patient.info/forums/discuss/roaccutanne-when-does-it-take-effect--270039,"I have been taking Roaccutane for the last 4 months, I have been told that I would be on them for 5 months. Apart from slightly dry lips I have not sufferd any other side-effects (not that I'm complaining) apart from feeling slightly low from time to time. I was told by my dermatologist that it works differently for every patient however after 4 months on the tablets my spots have not improved at all. My back is still covered and if anything it is slightly worse than when I began. Has anyone else experienced this or that miraculously the spots have dissapered in the last month after having no improvement before that.Any information would be great. Thank you."
Daughter just about to start Roaccutanne ...any tips ?,https://patient.info/(F(W8k6dBExZtF9QdDhsnGtUQ7sgjt6eqw7TNW-2JQfO8soU6nn0U6EPki8jLxJ7fIC0wx1nSpdDW4T48CRML7hocP50cufVopUf_KCfJs5LHoKPurL-aD7vJrRk-gkchl-mNu-OZhY25VNgAss67c8b_KNIXaqr0Kh3r6mj5Q-rzyaZHfc_8Ry2YiBA1XjLEbyOtnOcjOBGWdShsy6fjU6wayugcU1))/forums/discuss/daughter-just-about-to-start-roaccutanne-any-tips--259789,"Hi everyoneI have been reading all your comments with interest. My daughter (aged 20) was referred to a dermatologist about 18 months ago, and the subject of this treatment came up. I had read horror stories in the press and so agreed we would try other treatments first. Unfortunately we have bought every lotion and potion available and nothing is working. So now are to give the treatment a go. I suffered with terrible acne myself, but luckily it cleared when I was about 17. This is obviously not going to be the case with my daughter. Obviously nervous for her - as it sounds like a VERY powerful drug and noting the comments about the dry lips, skin, etc. Coincidentally I was talking to a work colleague this week, how mentioned that his girlfriend took it. I spoke to her and she told me that it changed her life. So I guess it is good for some and not others. She did however mention that vaseline provides more of a barrier rather than a moisturiser, and suggested carmex for lips. Can anyone recommend a good moisturiser for the skin. I was told that it doesn't hurt to start moisturising in advance. What worries me most is the depression, aches, pains, which some people seem to get...presuming this doesn't happen with everyone ? Also - my daughter wears contact lenses. Does anyone out there on the drug have trouble with their lenses ? It will be a small price to pay if she has to revert to glasses for a while.Any comments/advise gratefully received ?"
the post-acne issues,https://patient.info/forums/discuss/the-post-acne-issues-257104,"Hello! Well, finally at the age of 24 I got rid off acne)))) It could sound really great if not that harm which was caused by this skin problem. My skin is smooth, doesn't have the skin irregularities which could be so visible...Anyway, I have no idea what to do with the red post-acne marks which really spoil the general impression. Despite the fact that I don't have any inflammation on my skin anymore, it always looks ""not healthy"" without the makeup. I'm dreaming on those days when I can just forget about covering myself with tones of powder to make my chin and cheeks look alright. Any suggestions? Thank you in advance!"
Ive been on roaccutane for 2 months im debating coming off it should I?,https://patient.info/forums/discuss/ive-been-on-roaccutane-for-2-months-im-debating-coming-off-it-should-i--246777,Hi all..Ive been on Roacctane for 2 months now im on 70mg a day and im debating coming off it as im coping with the very dry nose (bogeys) the flakey skin but what im not coping is dry eyes and what llook to be colesores but arnt (i look like a vampire at the moment) im using mositriser 5/6 times a day and balm on my lips constantly im kind of getting a bit down about it.Is anyone else having these symptoms too?
Dermabrasion and alternatives,https://patient.info/forums/discuss/dermabrasion-and-alternatives-257106,"Hello! So, I'm hesitating..to try or not to try - this is the question)))The thing is that after severe acne that I had, there are skin irregularities and red marks (scars) which don't look really attractive on my face...I know all pros and cons of microdermabrasion. Certainly, I understand what it can cause...Have you tried it and what are your impressions? Do you know any alternative treatments which can have at least similar effect as dermabrasion? What would you recommend? "
i've a p-acne vulgaris problem. i'm 24 years old and i'v...,https://patient.info/forums/discuss/i-ve-a-p-acne-vulgaris-problem-i-m-24-years-old-and-i-v--9316,"i've a p-acne vulgaris problem. i'm 24 years old and i've acne problem for nearly 11years. i've tried antibiotics according to dermatologist's prescription. But things didn't get well. in fact i got a serious indigestion poblems due to the adverse effect of those antibiotics. i've tried for two times but i couldn't get rid of these acnes, instead i got those serious infection problems. i've also tried homeopathic, but could't achieve better results. i've recently tried to take some 'tetra-ctl' pills, but sadly two days' dose made serious effect on my digestion. now i'm very disappointed. i sometimes wish that a miracle would happen and i become beautiful again.[i:07da204425]This message was automatically imported from the original Patient Experience[/i:07da204425]"
"Roaccutane queries, unsure what to do!",https://patient.info/forums/discuss/roaccutane-queries-unsure-what-to-do--216455,"HI all, i am new to this forum thing but here goes! :-)I have been on roaccutane since 1st January 2014, for the first month i took 20mg every day then the months after i took 40mg daily. When i originally attended to the see the derm he said that the treatment would be 6 months ( 8 months tops), but on my last appointment he said it would 12 -18 months. I am unsure what to do as me and my partner are wanting to try for a baby ASAP so i am feeling a little deflated. Every time I attend an appointment with the derm he is never very helpful and I generally wait longer than I am in consultation with him. I have also suffered with recurrent thrush and vaginal dryness since being on roaccutane and wondered if anyone else had the same symptoms, as when I asked the derm he said that wasn't a side effect!Has anyone else been on roaccutane that long?Should I change dermatologist? Any advice or information would be super!Thanks "
Antibiotics for acne for over a year not working. what next?,https://patient.info/forums/discuss/antibiotics-for-acne-for-over-a-year-not-working-what-next--39011,"Hi, i have been on oxytetracycline and zineryt for 2 months and there was no difference in acne, so was moved to doxycycline and zineryt and this showed little improvement however i am still taking both for over a year and acne has come back and doctor said that he is giving doxycycline and zineryt one more month and then will consider options.my acne is not severe but it is moderate and persistent, will not go away no matter what. after a year of antibiotics, is accutane next step or is there something else that can be done?many thanks. andrew"
"Acne question, please reply",https://patient.info/forums/discuss/acne-question-please-reply-40286,"Hello,I have two problems;- I get acne (it's usually white spots, and it's quite rare but still happens)- And I have a lot of acne scars.I am planning on using a acne scar removal cream I wanted to ask though, should I also use a acne avoidance cream for my white spots along with the above? Something that has benzoyl peroxide?And another question, do I also need to buy a moisturiser as well?Just seems like a lot of things to put on my face [acne scar removal, acne avoidance cream, and moisturizer], and I'm not sure if this is right or not. I just want to treat the acne scars and to avoid future acne as best as possible.Thanks for any advice."
Acne Scars,https://patient.info/forums/discuss/acne-scars-36006,"Hello,What is the best treatment for acne scars?I have a few which dont seem to want to go away (one for 6 months) and looking for advice of what I can do.Whilst it occurred during an acne onset, i did not irritate the area however eventually rather than disappearing they seem to have remained in a dark colour on my skin.I have read about different types including laser but not sure it needs to be dealt with at that extreme - maybe something from the pharmacy or doctor?Has anyone experienced this and overcome it.I am male of 34.Thanks."
Norethisterone acne side effects,https://patient.info/forums/discuss/norethisterone-acne-side-effects-61594,"I took some Norethisterone for two weeks while i was on holiday to delay my period, and got really bad side effects after i was off it. I have been off it for a month now but have got really bad acne from it. the spots just wont go away, i keep breaking out on my face. did anyone else suffer from this too, if so, how have u tried preventing the spots from coming? help would be much appreciated. thanks "
I need some assistance !,https://patient.info/forums/discuss/i-need-some-assistance--40041,"( I DIDN'T KNOW WHERE TO POST IT . SO , I HAVE JUST POSTED IT HERE IN ACNE . BUT ACNE IS NOT MY PROBLEM )I am a boy of 15 years . I am short in height ! At present I am 156 cm tall . My mom is shorter than me and my dad is not more that 170 cm . Many of my acquaintances say that I will also remain short in future . I have marked my height and check it on a regular basis . I am growing , but at a very slow rate . My father has advised me to do stretching exercises . I am doing it and hanging too. I am also doing light weight dumbbells ( 1.5kg , not severely , but just light muscle building exercise ) . So please guide me some ways in which I can increase my height and can I continue with my light weight dumbbells exercise or should I stop it ?Awaiting for your guidances !Thanks"
Adult Acne on Chest/Upper Body,https://patient.info/forums/discuss/adult-acne-on-chest-upper-body-35924,"Hello,I am looking for the best treatment for an acne outbreak in the chest/upper body area.The acne is mostly the small red spots.Tried to find something specific for adults, rather those aimed for teens.I am a male of 33.Any suggestions?This isnt a regular occurance either.Thanks."
