"label","discussion"
"Otitis Media","After 3 days I'm still having a hearing problem with my left ear. This happened after I poured water into my left ear to cleanse the ear canal (after discovering blood around the ear canal).I want to ask if anyone might know if this is swimmer's ear (or something different) and what I can do to regain my hearing (besides seeing a doctor)? Thank you."
"Otitis Media","Hey- So I have flaky, itchy, 'weepy' ears on an almost regular basis. The symptoms vary between mild states to being extremely bothersome. At its worst, as it is now, I'm inclined to assume that this ailment is causing/irritating other infections, as I constantly get swollen lymph nodes right under my jaw, on both sides, which can lead to a sore throat or a cold or anything of the sort. How are these things related, and is there a way to treat it all? I'll mention that I have a horrible habit of scratching or poking into my ears when they're itchy (which is pretty much all the time), and I know I shouldn't, I just can't help it sometimes -- it's the only relief I can get, even if it's shortlived. On a related note: I wear ear buds a lot, and I don't think they help. Is there a certain type that would be best for these irritable ears I've got?I'd appreciate some help. I live an incredibly busy life, and I can't keep having days where I can only give 80% because of an ear/throat illness. Tips?Thanks,A"
"Otitis Media","Hello,This discussion site is new to me but as my son (He's 11 years) is experiencing a lot of pain in both ears (GP confirmed glue ear but that cleared and inflamed nose few weeks ago).  But strong ear pain and sinus pain in head and eye (was very photophobic too).  Now continues to have bad ear/head pain and keeps him awake at night plus bad vertigo on standing and needs support to walk now.  It just been going on since symptoms commenced 2 months ago.  He is so distraught and we finally been for CT scan today.  I know people can wait a lot longer but because its quite serious to be getting ear pain for so long, and on reading about Labyrinthitis and other medical conditions, none seem to be stating that ear pain is predominant.  I keep taking or talking to GPs who do not reassure and no painkillers help.  Can anyone throw any light on this, or had this please? There may be a delay in waiting for the scan results.  If he sneezes or yawns he says it feels like his eardrums will burst.  He has had ear infections/problems in past but nothing like this."
"Otitis Media","Hi, I have my ent appointment tomorrow and I'm scared because I've had problems with both my ears since I was born, I'm 21 in April. I have none stop infections, perforations, earache etc. I'm scared in case it is something serious. At the moment when I use my hearing aid I can't hear anything and it is quite worrying. I don't know what to do. Any advice? Thank you x"
"Otitis Media","It started with chills and fever and both ears closed up. Then only one . This happened 4 months ago. I also got a very bad cold/flu 2 moths ago. My eaar never opened up and I have a swoshing sound. Went to a ENT who frightened me more than did anything good for me. Said my hearing on the ear is poor and that the nerve is damaaged. He said you can't do anything about it. He wants me to have an mri which I refuse. I do not have mental peace to wait for answers for 2 weeks. I am a highly sensitive artist/author type. He said chances of a tumor is less than a 1%, but I am very worried. Does anyone have this problem and is there any preferably wholistic cure? If blocked eaar comes suddenly with a virus can you not rule out a tumor? Am I never going to heaar again? This is the worse! My family doctor never gave me any medication for 4 moths, is that right? Hope I can get some answers. Thank you so much."
"Otitis Media","Hello everyone.Any help on my situation will be appreciated as I have issues communicating with the local doctors.The evening of the 18th I had a sudden hearing loss while on a trip.I came back to Berlin, Germany and today the 20th of January I was proposed to undergo an operation to check my inner hear.I said I wanted a scan first and now they will try to scan me tomorrow.What do you recommend, was it a good idea to ask for a scan (the called it MIT here) first?Is the operation to check my inner ear an invasive, dangerous one? "
"Otitis Media","I have terrible pain in left ear (inside) and my right ear,heartbeat rushing sound at same time do I go gp or what been napping for just over a week"
"Otitis Media","Hi there - I am a 34 year old woman with otosclerosis in both ears - and I am trying to decide if I am brave enough to have a baby, knowing the condition is likely to worsen. At the moment my ears aren't that bad, I don't know my percentage of loss but I don't have hearing aids. Unfortunately my condition is bilateral - and unfortunately my ENT specialist thinks it's started to effect my cochlear too - meaning a stapedectomy might not be an option. So what do I do!? I would love to hear from any women with the condition who have had children and what happened to their hearing? Does anyone know might pregnancy make the condition in just my middle ear worse - or will it make the middle ear and cochlear worse at the same rate? (hope that makes sense)I wonder if there is a specific test or scan I can request to know for sure if my cochlear has been affected? If I knew the percentage of my hearing loss now - perhaps I could guess my worst case scenario if I did get pregnant?Any thoughts / stories or info greatly received. Many thanks Sarah"
"Otitis Media","Hi everyone,I'm new here so I'm not sure if I'm doing all of this right but please let me know if im rule breaking or anything!I was diagnosed with a bad ear infection in both ears on Tuesday after being unwell for a few days. I've been on amoxicillin 500mg 3 times a day since then. All week I've been finding it hard to eat and it's just getting worse. I've ask had mild diarrhea on and off (more on) for about 3 weeks and am losing weight due to it. I am at a point now after feeling poorly for a week where I'm exhausted and just struggling to have an appetite and get anything down me. Yesterday I managed a banana in the morning and 2 slices of toast at bedtime. Is this normal?And any advice or tips would be very much welcome. Thank you!"
"Otitis Media","I was given a hearing aid last week, I am now having noises in my ears, like an engine running etc. I use oxygen and a nippy ventilator so I don't know what to do. Its really getting me down, not sleeping much which I need to do.I am 49 years old. The specialist couldn't do AN MRI scan on my ears as I couldn't lie flat, don't know whether they can do a CT scan either, I thought he would have offered something when I couldn't have the MRI, I am a bit cross, I am worse since having the hearing aid, my hearing was going but at least I could use the phone which I can't now, that is really getting me down as I'm not always with my partner so we contact each other by telephone, that is the only way I communicate a lot of the time as I can't always go outw ith my breathing problems.Please help"
"Otitis Media","I had Gamma Knife treatment for a schwannoma in October  2014.Initially I was very tired and slept heavily but I soon became very depressed and sad.I do have pains in my head occasionally  but no other physical symptoms .Nothing seems to stop me feeling withdrawn and depressed.Being unable to hear clearly makes group conversation difficult.My hobbies are all group activities requiring conversation.Has anyone any tips that may help me cope better.I walk and train my dogs .I live alone so interaction with people is important.an I have encouraged myself to enter some Obedience competitions.Is it common to feel so sad ?"
"Otitis Media","I have been suffering for many years now, and I'm only 23.I first went to the doctor at 19 and complained of feeling tired and just not all there. Very vague but just a feeling of being off.I've been back and forth to doctors since, had all the standard blood tests and have always come back negative. I've seen a neurologist who said it's unlikely to be narcolepsy or a specific neurological disease but did empathise with me and believe that it was essential I got to the root of the problem.My GP doesn't really know what to say and it's basically up to me now to push forward otherwise nothing will get done. Things are getting worse and it's preventing me from pushing on with my life. If i hear another person tell me it's in my head I may scream!So back to my symptoms: My problems are general malaise, spaciness, cognitive and general weakness. However much sleep I get i'm never refreshed and can fall asleep anytime any place. My cognitive functioning is really declining. I'm nearly always in a haze and zoned out. The severity varies throughout the day. My head feels heavy and my symptoms seems to peak in hot/cold atmospheres or pressure changes i.e trains, planes etcNow let me add that for many years, I have had a fullness in my ears, particularly my left ear and I also have tinnitus. I have recently noticed a correlation that when I get a particularly bad attack of tiredness and spaciness it is preceeded by heavy ringing in the left ear. At this point a cloud comes over me and I find myself staring blankly into the television or book i'm reading for 20 minutes or so.I've also had a very strange finding that often at the same time as it lifting, I feel fluid trickling down the back of my throat. I presumed it to be some unrelated sinus issue previously but having inspected it it doesn't seem to be mucus. Could it be inner ear fluid?My research into inner ear disorders has highlighted that a problem with the inner ear could cause debilitating symptoms but the majority of the symptoms aren't particularly matching of mine. The feeling is a mild drunkeness at al times and alcohol does exasperate the problem, as does eating in general.I don't get nauseous, I don't get motion sickness or severe dizziness. I do have a sense at all times of MILD dizziness, just spacy and hazy. And this trickling down of fluid has happened many times as the fog lifted.If anyone can give me some advice I would be extremely grateful.  "
"Otitis Media","seven month ago i had ringing in my left ear and after had pressure in my hear with clogged ears, then started having fullness in the head,i went to doctor and did CT scan , MRI and all ear tests you can think about. doctor gave me medicine called (Tanganil 500 mg) i took it for one month the fullness was less but still had it from time to time. then he said that clogged ear and dizziness it may be allergy so i was given avamys which didn't do any effect,  then was given claratin which no good result was there.then i just ignored it, but after two month of ignoring its the same.any advice anyone?."
"Otitis Media","hey for 3 days i have had a really strange sensation i have never had a ear infection before so maybe it is as simple as that i have random like tears coming out one nostril when i bend down which is strange but i also feel there is cool air stuck or cool water in my ear they is a slight bit of pain in my ear but its so faint its kind of a burning but its the cool sensation thats bothering me i have also had shooting ains through my ear randomly and pressure/fullness like when you hang upside down in my head temples and ear and eyes my throat has been abit funny as it went numb yesterday and was restricted to how far i could open mymouth even though they was no pain accept a mild sore throat i have a blister on my lip for the first time ever too i have never had a cold spot or anything so i just dont know what this could be is it possible to be a mild infection/virus thats going around i do have anxiety so its leading me to think brain fluid leakage or brain clot ect but as i have never had a ear infection before i dont know what to expect ? "
"Otitis Media","I was first diagnosed with this at 40 years of age.  Before I had children I should add.  At the time, there was a high risk of becoming permanently deaf, so I learnt to live with it.I eventually decided that I would enquire about hearing aids ten years ago, as members of my family were complaining I was saying 'pardon' too much!!  I got some from Hidden Hearing, and after much tweeking, had these for around 6-7 years.  When they started to go wrong, I couldnot afford to go 'private' again, so went to Specsavers. The aids I got from Specsavers were nothing like the ones I'd had before, and I had to have them changed three times before I found ones that were ""comfortable"".Then literally one morning around 8 weeks ago, I woke and couldnot hear anything from my right ear.  GP checked for wax, the aids were working ok and after another hearing test @ Specsavers, audiologist said he was going to have to refer me back to GP as the aid was turned up as far as it could be and he suggested the otosclerosis had worsened and the bone had calcified.  So I am now waiting for my GP to refer me to ENT in London.As I am at the moment, I wouldnt have any second thoughts about having a stapedectomy done as even if I was one of the 5% that lost their hearing altogether, it would make no difference as I cant hear out of my right ear anyway.Someone has already recommended Mr. Jeremy Lavy to me, so I am going to ask if I can see him.My questions are:- Is there alot of pain when its been done?  Are there any specific instructions (other than the obvious i.e. swimming) that you have to follow post op, how long you are in hospital for and did you have to take any time off work??I cannot wait to get my hearing sorted out.  I love having a good chat on the phone, but cannot do that as I simply cannot hear them.  My left ear has deteriorated too, but I can cope with that, but I hope the otosclerosis does not manifest itself in that ear too.I presume they do not operate on both together again for the obvious reasons of balance etc.I so so want it all sorted out.  I want to be able to hear properly.  If anyone could help me with my questions, I would be very very greatful.Thanks"
"Otitis Media","Hi,I have had a constant ringing in right ear for nearly a week now and it never goes away.  Today is the first day it has started to affect me and I am feeling sick and having headaches and my ear feels completely blocked.  I cannot see a doctor till Friday and the longer its going on the more worried I am getting.Can anyone advise me pleaseThanks"
"Otitis Media","My son (aged 5 1/2) went to ENT yesterday after having a test at our local hospital in September and December '07. Yesterday tests showed his hearing had deteriorated in his right ear, up until now the problem was only in his left. We were expected to make a decision there and then about whether he will have gromits fitted and also whether his adenoids should be removed. Blown away we agreed, but 24 hours later I am unsure. Teachers inform us he is doing well at school, and that his work certainly isn't suffering. He participates and follows instructions without any problem. The only thing that really stands out is the volume on the TV having to be quite loud! I really don't know what to do, will it clear in time or should we help with the intervention of gromits? I don't want to put him through anything un-necessary, like any mum. Can any one advise if they felt like this and if so what did you choose to do?"
"Otitis Media","Several times a day in the last week, I have experienced a light crackling noise in my left ear and straight away felt dizzy as if I'm going to faint.  Can anyone tell me what it could be . Thanks "
"Otitis Media","Hi Guys,for the last three days i have weird feeling/noise in left ear, it mainly only happened in the morning now it is 24/7.I thought it was maybe connected to my heart as been getting slight pains\twinges at left hand side but doctor does not feel interested.It is not a ringing more of a dulness and stops if i cover it.p.s i had my right ear flushed out on Monday but it was happening before."
"Otitis Media","I am a 61 year old female with a short history of ear pain treated by antibiotics. Last July I had too much sun and was sick (vomitting) immediately after I had tinnitus and a feeling of fullness in one ear with deafness.  This lasted, and several trips to the doctors the  diagnosis was Eustachian Tube Dysfunction. Was referred to specialist.  Had hearing test and Doctor agreed had considerable hearing loss to the one ear.  He has said I need an MRI scan which I am waiting for and see him again in January.  He suggested Optovent which I had already tried. or an ear popper which I bought from Boots paid £90! this has not worked, but other people gave good feedback on the Boots website. He suggested a grommit and hearing aid.  The GP has since said grommit is not so good long term, and keep on with the valsalva man. and popper.  I would be grateful if anyone else who has had grommit could give me advice I would so like to get rid of this feeling of being underwater in my ear. Now have a cold and have taken Sudafed which seems to be helping."
"Otitis Media","I am 65yrs.old & a week ago had a grommet inserted into my Rt.ear due to a collection of fluid behind the ear-drum. Since the beginning of December last year my hearing deteriorated & I can only describe it as having a feeling of my ear being full of water, all the symptons that have been documented. My Husband & I have planned a trip to Australia in February this year, because of this the wait & see method was not possible & I had no choice but to opt for surgical treatment. On the Specialist's advice I had this done under a local anaesthetic, it did not take very long but the experience was something that I would not want to repeat.To date, although my hearing has improved, I am having to take paracetamol for pain, my ear feels blocked all the time & I have a constant popping noise inside my ear which makes me feel queasy. I did not expect these side effects & wondered if anyone else has experienced similar symptons after having had a myringotomy & grommet inserted. I would love to know, my GP says that this is the norm & will take weeks or months for my ear to return to normal.[i:21c89b96e2]This message was automatically imported from the original Patient Experience[/i:21c89b96e2]"
"Otitis Media","Has anyone in the last year had an operation to remove an acoustic neuroma?David "
"Otitis Media","Hi all!I was looking for info on stapedectomy for a friend and came across a company called Surgeryinfrance who provide a research service on \""best surgeons\"" in the south of France. I dropped them a line as they have an ENT section on their site and they told me they provide UK patients with detailed information on a choice of surgeons specialised in their required treatment and then assist the patient through the whole process.It's a paying service but they apparently make no profit from the operation itself and are not tied in to any specific surgeons or clinics. Though they wouldn't give me any names (makes sense I suppose , they did tell me that they could recommend a \""highly experienced\"" ENT surgeon who has done \""dozens\"" of stapedectomies over the past 20 years. Their quote for the operation including all consultations, tests and their research and liaison service was \""in the region of 2500 Euros\"" which seemed pretty good even considering you would need to add travel and accommodation costs. My friend is thinking about it but I thought it might be of interest to some of you Good luck!"
"Otitis Media","I have many health problems but I seem to have two of the rarest deceases in Acoustic Neuroma (begine brain tumour) and sarcoidosis and I fined it hard to cope with them I also have Lumbar Disc Decease,CFS, Asthma and I had to retire through my illl health at 56.To look at the list you think that I picked them off the internet, but belive me I didnt is there anyone out there who has them or am I just unlucky. I have CT scans, MRI scans, lung tests, 22 pills a day, I have a wheelchair, mobility scooter, and everything else that my OT can get me just to lead somekind of normal life.If anyone reads this and has the same problems it would be nice to know or am I the only one in the country."
"Otitis Media","Hi allNot sure what's happened but exactly a week ago I went out to celebrate a birthday and got into a bit of trouble where one of my female friends got punched by a bloke. After that I approached the bloke to find there were about 15 guys. It had all kicked off and I had been headbutted and punched several times. Since Sunday, ofcourse with the behind of my ear being bruised, I've had a weird feeling inside my ear, as if something is loose, or there is water. I've cleaned my ears out, had someone look into my ear to see nothing, if i move my body (not my head) left to right, to sort of take pressure off my ear then back on, I can feel something going back and forth dependant on my movement. Does anyone know why this would be happening?"
"Otitis Media","So I am 14 and I have had a cold for the past 5 days. Yesterday I began feeling one of my ears being muffled but I thought it would just stop when I popped my ears. Unfortunately I can't pop them anymore for some reason. Towards the end of the night last night when I swallowed I felt a weird feeling in my ear like a guitar string being plucked when I swallowed but this only happened about 4 times then subsided. I get 8-10 hours sleep each night. I cleared my ears not long ago. I hope this isn't permanent. I have been listening to music through my headset but nothing above 40% volume on my laptop. I did have a loud noise put to my ear for a very short space of time that gave a small ringing sensation that stopped. I noticed this morning that it has weakened my hearing so I can barely hear in my left ear. I closed my right ear and heard almost nothing (what I did hear was probably coming through gaps in my ear that I missed) and when I closed my left I hear fine. There is no ringing in my ears although one feels as if it is full or has something in it. I would love help because my body just never works like it should"
"Otitis Media","I know this is something for the Doctors, but im just interested to see what everyone else thinks.About 7 months ago i had eararche, thinking it was a wax build up i used Otex ear wax removal with the syringe bulb. After using this i have had the classic wooshing sound in my left ear ever since. The sound can speed up, slow down amd worsens depending on where i tilt my head! Its so annoying and when your not thinking about it its not there! It ocassionally has a dull ache but i can hear perfectly fine!I just wondered if anyone had any ideas as to what it could be or what i could do? I originally thought it was trapped water but after 8 months i doubt it!"
"Otitis Media","Hi all, wondering if anyone has any suggestions for clearing blocked eustacian tubes in ears?  I have tried everything and have had this recent bout for 3 weeks after having flu.  Many thanks. "
"Otitis Media","I have recently had an hearing check up as I suffer from tinitus with a little deafness after each episode.The tests shows that the main tube between the ear and nose is blocked and I have lost a small percentage of hearing, which I won't get back but will get worse over time regardless of future treatment.My thoughts now, as I have been congested for many years along with being bunged up sinus wise, is it worth me progressing with the treatment? Also what would be the long term damage, if I ignore future treatment as I am going through plenty already. "
"Otitis Media","Right let me start from the beginning....in March went to my GP with severe dizziness. I was told I had a polyp in my left ear.... my op was booked and in July they removed the polyp and was told I have had a underlaying inner-ear infection and the dizziness was vertigo. I have had the infection for nearly 7 months now, I have had 8 courses of antibiotics ( different types and strengths ) the last being amoxicillin which I had a ADR with ( ADR adverse drug reaction ) now at the present day ( 1/9/14 ) I have still got the inner-ear infection and last week went ENT and awaiting another op which I was told I would probably have to wait 28 weeks for. But my problem is. That it is affecting my life and my work and my everyday living. And no-one in the medical profession seems to care much about it. This is what I have at present on a daily basis1. Mild to severe dizziness2. Severe pain on the left side off my head and neck and eyes3. Pain in both my shoulders4. Mild to severe pains in my chest ( told by Dr at ENT it was muscular strain ) 5. Feeling of shortness of breath and a achy type pain in my lungs6. Mild to severe stomach pains. Which have now caused me not to eat I'm drinking plenty of fluids. And I'm on painkillers. I also have high BP but the is stable and controlled by LOSARTAN POTASSIUM 50 MG TABLETS. as ramipril wasn't agreeing with me. I have got to the point now where I cant take it any more. I cant go on living like this. I'm losing sleep and losing weight rapidly. I don't know where to turn to so if any one has any tips or suggestions please reply. Thankyou in advance "
"Otitis Media","I got my ear pierced a week ago today and soon after i put on a new antiseptic wash, my ear became yellow and the skin went hard. The yellow is not around the piercing opening itself but around the ear lobe. I have attached a picture to show you. Is it an infection or is the antiseptic the cause of the skin condition? I have since started using tcp and the ear is feeling great with no pain but the yellow skin is still there."
"Otitis Media","In march I was told I had a polip in my left ear with an underlaying ear infection. I also have high blood pressure but that is stable since I have been on losartan potassium tablets 50mg. I had my polip removed roughly about 3 weeks ago. But still have the ear Infection. I have 5 courses of amniotics. But they didn't do any thing. The ear infection is cause me to have mild to really bad dizzy spells. I'm currently on amoxicillin for the infection which is my 6th course of tablets. I'm constantly dizzy bit like I said it varies in intensity. But I noticed today that I keep getting pressure build up in my head ( like some one is pumping it up like a balloon ) I'm not due for my follow up at hospital unroll the end of September. But I am concerned about the pressure. Does any one get the same pressure build up.??????"
"Otitis Media","Nearly 2 months ago, a doc damaged my ears - they were fine before- trying to remove wax. since then, i've had blood, pus, pain, ringing. About 10 days ago, lymph nodes in neck swelled up and ears got worse. now back to its lower level like before. Althought i won't let anyone go into my ears since then, my primary doc said based on description, sounds like i have ""chronic smouldering ear infections"". I have read that those are the kind that are most likely to produce hearing loss that's permanant. since its both ears, i really want to do someting.however, the azithrymycin/zithromax powder my doc prescribed i dont' think i can take becaue i have very bad gi problems with reflux, gastirits, possible ulcer, tons of weight loss, and diarreha. i think taking antibiotics will finsih me off for real. i already destroyed my gut with another med.but i don't want to lose my hearing either. and i don't want it to go into innder ear and affect vesitibular system either. i've had severe vertigo in the past, and i don't want that again.so i really need help! only thing i've read that i'm temped to try is to crush a garlic clove, add oilive oil, let it soak, then put a couple of drops of the ovlive oil in the ear (after straining it). i am so worried i might do even more damage by dong this. So far all ive been doing is damp heat - usually i fill a plastic water bottle with hot water from the tap, cove it with a clearn paper napkin, and hold it over ear. any input - i don't want to go deaf or destroy my gut : ("
"Otitis Media","I'm a student doing Engineering in my final year. I lost my hearing this year on the 5th of March. As soon as I lost my hearing, I started having constant noises in my ears like a TV looking for signal, too much air blowing or cars & trucks moving.), sometimes it even get worse. I was diagnosed with TB of the brain / Encephalitis and I was on medication till March 2013. So, many doctors are saying that the hearing loss have been caused by the medication, but one doctor is against it.Now, I don't know what do to, since hearing aids won't help me apparently according to the audiograms that I did. But I'm very scared to do a Choclear implant. What should I do? Please help.Thank you."
"Otitis Media","For many years I have suffered from tinitus in both ears, but after each bout of tinitus my hearing goes for up to two minutes. I finally told my GP that it is now becoming unbearable. My GP took a look and told me that I need to see an ENT specialist as my ear drum is damaged and my ear is weeping and it is not wax. He has sent a sample of and for the results to go to the specialist. Has anyone had this problem in the past."
"Otitis Media","I have had hearing aids for a few years now.  I first went to discuss my earing problem in my right ear only to be told I had a double perforation in my left!  Operation to skin graft a new drum over and I was left with 40% hearing on that side.  Now with 2 aids I have constantly suffered with infections and have been told the problem is that I need the aids to hear but the aids cause the build up of moisture which causes the infections.  Advice given is to use the aids only when I need to.So now every conversation starts with, 'please excuse me while I put my hearing aids in'.  Surely theres a better way?  Advice anyone?"
"Otitis Media","Today I went to my family doctor to get a physical and tb test for a new job. during that appointment, my doctor looked into my ears, eyes, mouth, etc. while looking into my ears she said they were impacted with a lot of wax and that she couldn't even see my eardrums. so she had the nurse irrigate them. (flush warm water and peroxide into them). this. hurt. like. hell. which I was not expecting. I jumped from the pain and she said.. oh I'll be write back. that's when I saw the blood. the doctor came back in after talking to an ENT (ear nose and throat specialist) said I have an appointment in 2 weeks with him and prescribed me ear drops until then because they think my ear is infected? I've had 0 symptoms of middle of canal ear infections. so basically I went to the doctor with nothing wrong, and left panicked, bleeding, and in pain. has anything like this happened to you or anyone you know? I'm freaking out. and by the way- the wax is STILL IN THERE."
"Otitis Media","Four years on from the removal of a 4.5cm. neuroma by the translabyrinthine approach, my fascial numbness is at least as bad as it was befor the operation and I have started to get slight headaches and muscular pains in the neck. It would be very useful to know if this is normal and if it is then to have been told to expect it by the consultants.I will find out in July when my status is to be reviewed but it would have been useful to have been told what to expect.[i:7cf643b654]This message was automatically imported from the original Patient Experience[/i:7cf643b654]"
"Otitis Media","Hi there. I have my operation to remove my acoustic neuroma (15mm) coming up in August at Addenbrookes Hosp in Cambridge. I would like to speak to someone who has recently had the operation to get an understanding whats it like post op. please could you email me on _____Thanks DavidPatient Moderator Note: I have removed an e-mail address from this reply as it is the policy of patient.info to not publish these within the forums. If any user is interested in this removed information they should contact the author via the Private Messaging system requesting such. Thank you for your cooperation.patient.info/forums/discuss/private-messages-226361"
"Otitis Media","I have been diagnosed with Otosclerosis in my right ear for over 10 years now. The condition was diagnosed whislt serving in HM Forces. There is no history of this condition inmy family and it therefore came as a surprise. I was initially offerd a hearing aid but unfortunately, it was of no use. In crowded rooms, in particular, social events, I struggle to hear a basic conversation.I have now left HM Forces and have an ENT appointment shortly. Having read up on the condition on a number of sites, it appears that surgery may be a possible alternative. Why therefore, does the NHS not offer this alternative? I for one intend to request surgery - stapedectomy - and I would advise all sufferers to research the subject and if they feel that they qualify, demand surgery also.[i:d89ac0b2da]This message was automatically imported from the original Patient Experience[/i:d89ac0b2da]"
"Otitis Media","Hi, my names Ryan.I've had a blocked euthracian tube in my left ear for about 2 weeks that developed from a sore throat 3 weeks ago. I went to the GP and he prescribed me a 5 course on amoxicillin, but it's turned out I had a viral ear infection.I have a constant ringing for 2 weeks, and the pressure in my ear had reduced quite a bit, but it tends to be in the evenings when my ear gets a bit stuffy and I can hearmy voice in my head, when I pinch my nose and close my mouth and blow it pops and crackles.I think my the pressure in my ear is reducing a little bit every day but the ringinging remains constant. I'm using decongestants when I get a bit stuffy which tends to be first thing in the morning and loads of steam baths.How long do etds take to clear up? And once the tube opens up again how long before the symptons die down like the pressure feeling and ringing?Any advice would be greatly appreciated, I'm trying to stay positive but I find myself teetering on the edge of a break down some times."
"Otitis Media","Hi everyoneI've had a blocked ear for 4 days. It's been accompanied by a stuffy nose on and off, but the ear has been constantly blocked. I went to an ENT yesterday who did a scope in my nostrils and checked my ears, said there is absolutely no wax or infection, no growths or obstructions. He said it could be due to a lack of air pressure in my ear, which may nor may not resolve spontaneously and which cannot be treated. I did a hearing test as well.When I open and close my jaw I can hear a fluid- like sound, but the doc says there's no fluid buildup there.I have had problems with the ear before due to a water skiing accident, but it's been fine for years. Now I'm getting pain in the ear. It seems I've exhausted the diagnostic options. I'm really worried. What else could it be?"
"Otitis Media","Hi,For over two years, my mother has suffered from ears which have been chronically blocked. She describes the feeling as 'gluey', as if there has been a build-up of fluid in the Eustachian tube, but there has been nothing to suggest anything of the sort in the examinations she has had. Besides causing her anxiety, it has resulted in mild coordination problems, e.g. when she walks, especially in crowds, she feels as if her balance is not quite right. She does not suffer from hearing problems. The condition varies in its severity between days -- sometimes (although not often) the ears do clear. The potential causes could be: 1) an allergy; but besides a likely mild intolerance to wheat, she hasn't tested positive for any allergies. She has also suffered from a sensitive stomach (but only for about a year) which may or may not be related to this. 2) a deviated septum; an ear specialist suggested that she have an operation to have it corrected -- but since he could not guarantee it would solve the problem, combined with her reluctance to have an operation, she is unlikely to have this done without substantial proof. 3) stress; she has undergone a disproportionately high amount of stress in the past three to five years. My personal (but completely unverifiable) theory is that the condition operates on the same principle as eczema, being triggered and further intensified by psychological distress. Since the problem is causing her anxiety, it becomes a vicious cycle. 4) psychosomatic; this is related to the above, and it undeniably plays a part -- but she is nonetheless adamant that the blockage is physical, even if it is aggravated by the ensuing stress. Also, if she is in a social environment with a glass of wine, the condition is alleviated due to her relaxing.5) age; again, related to 3) and 4), she is 60, an age which can apparently result in increased stress for women. Unfortunately, the condition is very psychologically taxing for her and the accompanying anxiety prevents her from undertaking as much as she would like. If anyone has any insights on what her condition might be, or how it may be treated, they would be much appreciated.Many thanks."
"Otitis Media","I´ve suffered this problem all my life. As all you know it´s horrible... I´ve tried everything: steroids, antihistaminics, antibiotics, acetyl-cysteine and a loooong etc. By sure, nothing worked. I don´t feel like perforating my tympanic membrane to insert drainage tubes�? so, this year I´ve search the internet for alternative solutions and found 3 devices which open the Eustachian tubes. I´m amazed that no doctor told me about them�?Or they don´t know about them or they know them but prefer to enrich the pharmaceutical companies and don´t give a sh*t about us. I don´t know what´s worst………�?Hear are the web addresses:The EARDOC, costs 35 euros, produces subsonic vibrations which opens the Eustachian tube and enables trapped air and fluids from the middle ear to drain into the mouth.http://www.eardoc.info/buy-now/The OTOVENT, costs 11 euros, when you inflates the balloon with the nose the pressure should open the Eustachian tubehttp://www.pointpharmacy.com/shop/customer/product.php?productid=6965&cat=0&page=The EARPOPPER, costs around 150 euros, it creates a flux of air through the nose and when you shallow it should open the Eustachian tubehttp://www.earpopper.com/earpopper/index.htmI´ve bought the eardoc and otovent but only tried the first one. I think it works for me and I think it´s worth trying for all of you who are suffering so much…Wish you the best luckRegards from Spain! "
"Otitis Media","I still have ear pain and a brown discharge"
"Otitis Media","13/8/06I am 57 years old and have had a perforated eardrum since I was 4 yrs old. My first mastoid operation was age 16, 1965, but still continued to have ear infections and discharge throughout the years, although I never had earache as such, although I have to say the mastoid operation was extremely painful for many days after the operation. Seven years ago on the recommendation of my ENT specialist I underwent another mastoid operation , again a very painful experience, and swore I would never have another operation. Since then I have still experienced infections and discharge. About 4 weeks ago I had yet another ear infection this time I experienced some earache which is unusual, as I did not have an appointment due at the hospital (I usually have a 6 month check up) I saw my GP who prescribed antiboitics it still didnt clear, so returned to my GP who gave me another course of antibiotics which I have just finished taking two days ago. The discharge is still there. I have an appointment to see the specialist in two weeks time, although I must say, I do not find this very helpful as I never see the same doctor. I don't realy know why I am writing this but I am just so fed up with the whole thing and and absolutely terrified about having another mastoid operation. I just don't understand why in this day and age there is no apparent 'cure' for this dreadful ailment.[i:f8eb9fd625]This message was automatically imported from the original Patient Experience[/i:f8eb9fd625]"
"Otitis Media","My son has had ear infections all his life he is 9. He went into hospital for investigations and they told me that he has got a diseased mastoid. He has got to go in for surgery. I do not know if he will loose any hearing or get any facial paralysis, how long he will be in hospital, or what pain he will be in when he comes out and how long will it last[i:c9702e0ee4]This message was automatically imported from the original Patient Experience[/i:c9702e0ee4]"
"Otitis Media","I had to spread the news that there is a \""cure\"" for glue ear now available. Having had to have a grommet in one ear 2 years ago, I was determined not to have the same again unless absolutely necessary.Research on the internet led me to a new device called an Ear Popper and luckily there is one company in England that imports them. I received mine yesterday and can already hear properly again!It is a small handheld device which emits a flow of air. Inserted into the nostril and plugging the other, one swallows and hey presto air is pushed up the tube and into the middle ear. It is a bit like holding the nose closed and blowing, but far more effective.I found it by Googling - there is a lot more info on American websites. The bad news is that it cost me £220, but I think it worth every penny.In my opinion this should be available at GP's surgeries. If it were a lot of surgical procedures on young children could be avoided!"
